"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
Taiwan,TWN,"GDP growth (annual %)","NY.GDP.MKTP.KD.ZG",6.32,8.04,9.81,11.57,10.85,8.72,10.41,9.00,8.66,10.60,12.45,13.15,11.83,1.86,5.43,13.45,10.88,13.49,8.01,7.32,6.46,3.97,8.32,9.32,4.07,11.00,10.68,5.57,10.28,6.87,7.88,7.56,6.73,7.59,6.38,5.54,5.48,3.47,5.97,5.80,-1.65,5.26,3.67,6.19,4.70,5.44,5.98,0.73,-1.81,10.76,4.19,1.48,,
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24508591166203","7.81443171889218","6.66662183020206","1.15446939174406","4.51406203251221","-0.364695778713454","-2.16445940890385","0.465289865491144","7.51947237328494","1.17669048367502","0.380390971382511","2.35511944298051","-3.65462624193272","-6.88130206359888","-5.65350208612952","","","","",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","4.64947352508656","8.14974570911984","7.78846541380378","5.61878578420341","0.5422032445924","3.30379145668486","2.83857430719901","1.4630034133618","0.0415465175968848","2.20872814447901","-0.132468704045792","1.24646173311893","1.77011580713069","1.78468756918375","2.32143585364439","3.25332168106375","5.54712259347585","5.09432423152762","4.82703027768754","3.78139347786195","2.54600064091008","0.929215382789891","-1.03149171388441","2.38319527749557","2.75749397727299","4.64974195875183","9.06767396401666","3.19478796475956","4.09908114794997","1.16578706437775","11.7702727457044","5.87430230796974","6.75438545079321","6.48481011604645","5.91786270004999","6.78993514743939","1.42807150014271","3.57073718591123","","","","","",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.44416323089565","1.05555580601371","11.1752702171385","5.55413764253301","13.7402049675717","3.61136840986602","21.0206487192376","8.43329048304375","6.96432164323799","","",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","2.7999999999998","7.90000000000049","5.59999999999947","0.400000000000205","-0.299999999999912","-1.19999999999985","-6.89999999999989","-24.7000000000001","3.49999999999986","10.3999999999997","11.2000000000005","7.89999999999978","6.80476211407242","3.23979967133555","3.01207617494642","3.1419662230638","14.4905487824432","3.30827792211299","11.1828077628517","18.2615484949481","20.7350198031013","22.5931061136699","13.8170989632514","2.41291161489336","3.40764362803196","3.91856683044718","6.83062368791423","",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","5.74563529454402","2.9485967771042","1.10493829279632","-1.25159665003427","1.78064395394215","5.63724318407066","-0.787842636925149","-1.42003967808201","9.83654899442776","-9.57564019879256","-29.5889976734059","-7.20000000000015","9.60000000000029","8.30000000000001","13.2999999999999","9.09999999999994","-10.2","12.7","10.1","7.30000000000008","6.99999999999991","2.90000000000003","5.69999999999997","5.90000000000006","5.49999999999984","5.00000000000007","5.89999999999999","7.70000000000005","3.3","3.49999999999953","3.0000000000008","0.799999999999628","",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","12.7946876883718","8.58727887175186","1.20042925767456","9.8822252447456","8.8551223016442","4.28178438599983","-4.23709034155569","-2.60341195658633","1.45766023021032","-0.27035582376412","0.268601473129792","-0.510095333786325","4.45567114250748","2.02053654887042","7.71021525869891","5.56245883744965","4.15447235255459","2.85429567419378","3.47298771545013","2.72428726289829","4.51265768378674","3.58790794953588","4.69147972360744","2.58282218273619","4.65045760084122","1.66770987760647","1.76777261094489","5.2138240590337","8.67121498592378","5.93738284753249","6.5002244981666","5.63438382171854","6.50988601914079","2.25336519460807","4.64867561795171","5.28238723489558","3.91154800547986","",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","16.5268564643936","21.4393301732158","-1.58960328317373","20.9235730768161","23.8747748783385","4.65917667875129","-6.71931618677182","-4.74582071203152","4.01695129496451","-3.59447653037078","-14.9581365392873","3.38198169769643","-2.61890772013095","12.337891313717","18.3279854910714","0.860081940637244","3.34494488409879","1.26119094883413","6.89614853962537","6.68788647765722","5.79840404627241","8.19039866658915","0.291994339250849","2.90221364865025","10.8527042078313","1.39908502292663","2.43345681395483","8.80054081702856","9.56643664256454","4.8551411953047","9.90619204307508","3.21324796606793","3.29463660374492","-1.60942967922712","-1.8171722727886","3.87982930611477","4.36520898521965","",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","5.42784287219094","-0.852021492428719","-5.30819682945132","10.1302976338977","10.5694333495945","-0.659726174863422","3.19199662528655","4.82250079191368","9.67952599141772","3.04564334084789","5.65813108050457","1.62841649943542","2.81175403997467","5.53380440143016","-0.0284120882711392","-2.01825153277618","6.93414776273241","-4.5061247976757","10.2227634485709","4.15176235037666","-5.68952800015261","-4.95717851863463","3.87512343331906","2.21177350353476","-7.58667718994943","7.87577983062546","2.90999313619218","-2.55690488546976","-7.49618957328234","-2.39895922424094","12.6697100968503","11.9407747284308","5.90691949369952","5.83620069701152","-2.84520961119372","5.52668982824724","8.11104675760042","3.85017886913406","-3.38545705259293","-0.788998922157376","-4.40883969762805","-10.894484819891","8.83704078344473","9.02957332195959","9.17895021699024","8.46606271178115","","","","","","","",
"Armenia","ARM","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.6999984817524","-41.8000027485614","-8.79999879239085","5.40000279013701","6.89999840719999","5.86540074820616","3.32107969582276","7.3","3.30000000000001","5.89999999999978","9.55664149553445","13.186300532067","14.0407950559649","10.4678418639969","13.8657112514854","13.1980035141409","13.7492019583839","6.90000000000003","-14.1499886386168","2.09636589169213","4.74026645407486","7.14438012408571","",
